pid,item,item_label,item_text,cell,direction,audience,arm_title,condition_arm,condition,agree_nocue,agree_leader_cue,likertAgree,likertAgree_recoded,party7,republican,ideo7,age_survey,gender,race,education,PK_sum,cue_type
2552,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_against,against,Democrat,Subsidized healthcare for immigrants (against),Subsidized healthcare for immigrants (against),Info-only,7.0,,7.0,7.0,Strong Democrat,0,Strong liberal,29.0,Female,White / Caucasian,2-year degree,2,one_sided
2552,4,Allow death penalty,Allow the use of the death penalty,item4_in_favor,in favor,Democrat,Allow death penalty (in favor),Control,Control,7.0,,7.0,1.0,Strong Democrat,0,Strong liberal,29.0,Female,White / Caucasian,2-year degree,2,one_sided
2552,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_in_favor,in favor,Democrat,Allow assisted suicide (in favor),Control,Control,7.0,,7.0,1.0,Strong Democrat,0,Strong liberal,29.0,Female,White / Caucasian,2-year degree,2,one_sided
2552,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_in_favor,in favor,Democrat,Illegal to burn U.S. flag (in favor),Illegal to burn U.S. flag (in favor),Both,,7.0,7.0,1.0,Strong Democrat,0,Strong liberal,29.0,Female,White / Caucasian,2-year degree,2,one_sided
2552,23,Decrease estate tax,Decrease the current estate tax rate,item23_in_favor,in favor,Democrat,Decrease estate tax (in favor),Control,Control,6.0,,6.0,2.0,Strong Democrat,0,Strong liberal,29.0,Female,White / Caucasian,2-year degree,2,one_sided
2553,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_in_favor,in favor,Democrat,Allow religious denial of service (in favor),Control,Control,7.0,,7.0,1.0,Strong Democrat,0,Lean conservative,78.0,Male,White / Caucasian,High school graduate,1,two_sided
2553,4,Allow death penalty,Allow the use of the death penalty,item4_in_favor,in favor,Democrat,Allow death penalty (in favor),Allow death penalty (in favor),Info-only,6.0,,6.0,2.0,Strong Democrat,0,Lean conservative,78.0,Male,White / Caucasian,High school graduate,1,two_sided
2553,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_in_favor,in favor,Democrat,Require work for Medicaid (in favor),Require work for Medicaid (in favor),Both,,4.0,4.0,4.0,Strong Democrat,0,Lean conservative,78.0,Male,White / Caucasian,High school graduate,1,two_sided
2553,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_against,against,Democrat,Minimum sentences for drugs (against),Minimum sentences for drugs (against),Both,,6.0,6.0,6.0,Strong Democrat,0,Lean conservative,78.0,Male,White / Caucasian,High school graduate,1,two_sided
2553,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_in_favor,in favor,Democrat,Decrease foreign aid (in favor),Decrease foreign aid (in favor),Info-only,7.0,,7.0,1.0,Strong Democrat,0,Lean conservative,78.0,Male,White / Caucasian,High school graduate,1,two_sided
2554,3,Abolish electoral college,Abolish the electoral college,item3_against,against,Republican,Abolish electoral college (against),Abolish electoral college (against),Both,,1.0,1.0,1.0,Strong Republican,1,Strong conservative,33.0,Female,White / Caucasian,4-year degree,2,two_sided
2554,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_in_favor,in favor,Republican,Limit donations to candidates (in favor),Control,Control,7.0,,7.0,1.0,Strong Republican,1,Strong conservative,33.0,Female,White / Caucasian,4-year degree,2,two_sided
2554,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_against,against,Republican,Require work for Medicaid (against),Require work for Medicaid (against),Both,,5.0,5.0,5.0,Strong Republican,1,Strong conservative,33.0,Female,White / Caucasian,4-year degree,2,two_sided
2554,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_against,against,Republican,Illegal to burn U.S. flag (against),Illegal to burn U.S. flag (against),Info-only,4.0,,4.0,4.0,Strong Republican,1,Strong conservative,33.0,Female,White / Caucasian,4-year degree,2,two_sided
2554,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_against,against,Republican,Decrease foreign aid (against),Control,Control,2.0,,2.0,2.0,Strong Republican,1,Strong conservative,33.0,Female,White / Caucasian,4-year degree,2,two_sided
2555,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_against,against,Democrat,Subsidized healthcare for immigrants (against),Control,Cue-only,,6.0,6.0,6.0,Strong Democrat,0,Strong liberal,26.0,Female,Asian / Asian American,4-year degree,1,one_sided
2555,4,Allow death penalty,Allow the use of the death penalty,item4_in_favor,in favor,Democrat,Allow death penalty (in favor),Control,Control,7.0,,7.0,1.0,Strong Democrat,0,Strong liberal,26.0,Female,Asian / Asian American,4-year degree,1,one_sided
2555,8,More restrictions at U.S. border,Increase restrictions on current U.S. border security policy,item8_in_favor,in favor,Democrat,More restrictions at U.S. border (in favor),More restrictions at U.S. border (in favor),Info-only,6.0,,6.0,2.0,Strong Democrat,0,Strong liberal,26.0,Female,Asian / Asian American,4-year degree,1,one_sided
2555,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_in_favor,in favor,Democrat,Allow assisted suicide (in favor),Control,Cue-only,,6.0,6.0,2.0,Strong Democrat,0,Strong liberal,26.0,Female,Asian / Asian American,4-year degree,1,one_sided
2555,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_in_favor,in favor,Democrat,Decrease power of labor unions (in favor),Control,Control,6.0,,6.0,2.0,Strong Democrat,0,Strong liberal,26.0,Female,Asian / Asian American,4-year degree,1,one_sided
2556,5,Require women on boards,Make it a requirement for businesses to have women on their board of directors,item5_in_favor,in favor,Republican,Require women on boards (in favor),Require women on boards (in favor),Both,,3.0,3.0,5.0,Republican,1,Strong conservative,63.0,Male,White / Caucasian,High school graduate,3,one_sided
2556,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_against,against,Republican,Allow assisted suicide (against),Allow assisted suicide (against),Both,,2.0,2.0,2.0,Republican,1,Strong conservative,63.0,Male,White / Caucasian,High school graduate,3,one_sided
2556,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_against,against,Republican,Military aid to Saudia Arabia (against),Military aid to Saudia Arabia (against),Both,,3.0,3.0,3.0,Republican,1,Strong conservative,63.0,Male,White / Caucasian,High school graduate,3,one_sided
2556,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_against,against,Republican,Decrease power of labor unions (against),Control,Control,5.0,,5.0,5.0,Republican,1,Strong conservative,63.0,Male,White / Caucasian,High school graduate,3,one_sided
2556,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_against,against,Republican,Decrease foreign aid (against),Control,Control,5.0,,5.0,5.0,Republican,1,Strong conservative,63.0,Male,White / Caucasian,High school graduate,3,one_sided
2557,5,Require women on boards,Make it a requirement for businesses to have women on their board of directors,item5_against,against,Democrat,Require women on boards (against),Require women on boards (against),Info-only,7.0,,7.0,7.0,Lean Democrat,0,Liberal,22.0,Female,White / Caucasian,4-year degree,2,two_sided
2557,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_against,against,Democrat,Limit donations to candidates (against),Control,Control,5.0,,5.0,5.0,Lean Democrat,0,Liberal,22.0,Female,White / Caucasian,4-year degree,2,two_sided
2557,8,More restrictions at U.S. border,Increase restrictions on current U.S. border security policy,item8_in_favor,in favor,Democrat,More restrictions at U.S. border (in favor),More restrictions at U.S. border (in favor),Info-only,3.0,,3.0,5.0,Lean Democrat,0,Liberal,22.0,Female,White / Caucasian,4-year degree,2,two_sided
2557,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_against,against,Democrat,Minimum sentences for drugs (against),Minimum sentences for drugs (against),Info-only,1.0,,1.0,1.0,Lean Democrat,0,Liberal,22.0,Female,White / Caucasian,4-year degree,2,two_sided
2557,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_in_favor,in favor,Democrat,Private pensions for public workers (in favor),Control,Cue-only,,2.0,2.0,6.0,Lean Democrat,0,Liberal,22.0,Female,White / Caucasian,4-year degree,2,two_sided
2558,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_in_favor,in favor,Democrat,Illegal to burn U.S. flag (in favor),Illegal to burn U.S. flag (in favor),Info-only,1.0,,1.0,7.0,Democrat,0,Moderate,31.0,Female,Black / African American,4-year degree,0,two_sided
2558,13,Ban juvenile solitary confinement,Ban the use of solitary confinement for juveniles in prison,item13_against,against,Democrat,Ban juvenile solitary confinement (against),Ban juvenile solitary confinement (against),Both,,1.0,1.0,1.0,Democrat,0,Moderate,31.0,Female,Black / African American,4-year degree,0,two_sided
2558,16,Allow affirmative action,Allow the use of affirmative action programs,item16_against,against,Democrat,Allow affirmative action (against),Control,Cue-only,,1.0,1.0,1.0,Democrat,0,Moderate,31.0,Female,Black / African American,4-year degree,0,two_sided
2558,21,Privatization of veterans' healthcare,Increase privatization of veterans' healthcare,item21_in_favor,in favor,Democrat,Privatization of veterans' healthcare (in favor),Privatization of veterans' healthcare (in favor),Both,,7.0,7.0,1.0,Democrat,0,Moderate,31.0,Female,Black / African American,4-year degree,0,two_sided
2558,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_in_favor,in favor,Democrat,Increase tariffs on Chinese imports (in favor),Increase tariffs on Chinese imports (in favor),Info-only,7.0,,7.0,1.0,Democrat,0,Moderate,31.0,Female,Black / African American,4-year degree,0,two_sided
2559,3,Abolish electoral college,Abolish the electoral college,item3_against,against,Republican,Abolish electoral college (against),Control,Control,4.0,,4.0,4.0,Republican,1,Lean liberal,62.0,Female,White / Caucasian,2-year degree,1,two_sided
2559,4,Allow death penalty,Allow the use of the death penalty,item4_against,against,Republican,Allow death penalty (against),Allow death penalty (against),Both,,7.0,7.0,7.0,Republican,1,Lean liberal,62.0,Female,White / Caucasian,2-year degree,1,two_sided
2559,6,Amnesty for illegal immigrants,Give working illegal immigrants temporary amnesty,item6_in_favor,in favor,Republican,Amnesty for illegal immigrants (in favor),Amnesty for illegal immigrants (in favor),Both,,1.0,1.0,7.0,Republican,1,Lean liberal,62.0,Female,White / Caucasian,2-year degree,1,two_sided
2559,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_in_favor,in favor,Republican,Limit donations to candidates (in favor),Limit donations to candidates (in favor),Info-only,7.0,,7.0,1.0,Republican,1,Lean liberal,62.0,Female,White / Caucasian,2-year degree,1,two_sided
2559,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_against,against,Republican,Military aid to Saudia Arabia (against),Control,Cue-only,,6.0,6.0,6.0,Republican,1,Lean liberal,62.0,Female,White / Caucasian,2-year degree,1,two_sided
2560,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_in_favor,in favor,Republican,Subsidized healthcare for immigrants (in favor),Control,Cue-only,,1.0,1.0,7.0,Republican,1,Strong conservative,70.0,Male,White / Caucasian,2-year degree,2,one_sided
2560,3,Abolish electoral college,Abolish the electoral college,item3_against,against,Republican,Abolish electoral college (against),Abolish electoral college (against),Both,,6.0,6.0,6.0,Republican,1,Strong conservative,70.0,Male,White / Caucasian,2-year degree,2,one_sided
2560,5,Require women on boards,Make it a requirement for businesses to have women on their board of directors,item5_in_favor,in favor,Republican,Require women on boards (in favor),Control,Cue-only,,5.0,5.0,3.0,Republican,1,Strong conservative,70.0,Male,White / Caucasian,2-year degree,2,one_sided
2560,16,Allow affirmative action,Allow the use of affirmative action programs,item16_in_favor,in favor,Republican,Allow affirmative action (in favor),Allow affirmative action (in favor),Info-only,2.0,,2.0,6.0,Republican,1,Strong conservative,70.0,Male,White / Caucasian,2-year degree,2,one_sided
2560,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_in_favor,in favor,Republican,Increase capital gains tax (in favor),Control,Control,1.0,,1.0,7.0,Republican,1,Strong conservative,70.0,Male,White / Caucasian,2-year degree,2,one_sided
2561,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_in_favor,in favor,Democrat,Allow religious denial of service (in favor),Control,Control,1.0,,1.0,7.0,Strong Democrat,0,Strong liberal,79.0,Female,White / Caucasian,Some college,4,one_sided
2561,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_against,against,Democrat,Subsidized healthcare for immigrants (against),Subsidized healthcare for immigrants (against),Info-only,5.0,,5.0,5.0,Strong Democrat,0,Strong liberal,79.0,Female,White / Caucasian,Some college,4,one_sided
2561,5,Require women on boards,Make it a requirement for businesses to have women on their board of directors,item5_against,against,Democrat,Require women on boards (against),Control,Cue-only,,7.0,7.0,7.0,Strong Democrat,0,Strong liberal,79.0,Female,White / Caucasian,Some college,4,one_sided
2561,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_against,against,Democrat,Limit donations to candidates (against),Limit donations to candidates (against),Both,,6.0,6.0,6.0,Strong Democrat,0,Strong liberal,79.0,Female,White / Caucasian,Some college,4,one_sided
2561,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_against,against,Democrat,Minimum sentences for drugs (against),Minimum sentences for drugs (against),Info-only,2.0,,2.0,2.0,Strong Democrat,0,Strong liberal,79.0,Female,White / Caucasian,Some college,4,one_sided
2562,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_against,against,Republican,Allow religious denial of service (against),Control,Cue-only,,7.0,7.0,7.0,Strong Republican,1,Strong conservative,61.0,Male,White / Caucasian,4-year degree,2,two_sided
2562,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_in_favor,in favor,Republican,Subsidized healthcare for immigrants (in favor),Control,Control,1.0,,1.0,7.0,Strong Republican,1,Strong conservative,61.0,Male,White / Caucasian,4-year degree,2,two_sided
2562,3,Abolish electoral college,Abolish the electoral college,item3_against,against,Republican,Abolish electoral college (against),Abolish electoral college (against),Both,,1.0,1.0,1.0,Strong Republican,1,Strong conservative,61.0,Male,White / Caucasian,4-year degree,2,two_sided
2562,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_against,against,Republican,Decrease power of labor unions (against),Decrease power of labor unions (against),Both,,7.0,7.0,7.0,Strong Republican,1,Strong conservative,61.0,Male,White / Caucasian,4-year degree,2,two_sided
2562,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_against,against,Republican,Private pensions for public workers (against),Control,Cue-only,,2.0,2.0,2.0,Strong Republican,1,Strong conservative,61.0,Male,White / Caucasian,4-year degree,2,two_sided
2563,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_in_favor,in favor,Republican,Subsidized healthcare for immigrants (in favor),Subsidized healthcare for immigrants (in favor),Info-only,2.0,,2.0,6.0,Republican,1,Conservative,57.0,Female,White / Caucasian,Some college,2,two_sided
2563,13,Ban juvenile solitary confinement,Ban the use of solitary confinement for juveniles in prison,item13_in_favor,in favor,Republican,Ban juvenile solitary confinement (in favor),Ban juvenile solitary confinement (in favor),Both,,5.0,5.0,3.0,Republican,1,Conservative,57.0,Female,White / Caucasian,Some college,2,two_sided
2563,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_in_favor,in favor,Republican,Increase capital gains tax (in favor),Control,Cue-only,,4.0,4.0,4.0,Republican,1,Conservative,57.0,Female,White / Caucasian,Some college,2,two_sided
2563,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_against,against,Republican,Military aid to Saudia Arabia (against),Control,Control,3.0,,3.0,3.0,Republican,1,Conservative,57.0,Female,White / Caucasian,Some college,2,two_sided
2563,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_against,against,Republican,Decrease foreign aid (against),Control,Control,3.0,,3.0,3.0,Republican,1,Conservative,57.0,Female,White / Caucasian,Some college,2,two_sided
2564,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_in_favor,in favor,Democrat,Allow religious denial of service (in favor),Allow religious denial of service (in favor),Both,,5.0,5.0,3.0,Strong Democrat,0,Strong liberal,65.0,Male,White / Caucasian,High school graduate,3,two_sided
2564,5,Require women on boards,Make it a requirement for businesses to have women on their board of directors,item5_against,against,Democrat,Require women on boards (against),Control,Cue-only,,4.0,4.0,4.0,Strong Democrat,0,Strong liberal,65.0,Male,White / Caucasian,High school graduate,3,two_sided
2564,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_in_favor,in favor,Democrat,Require work for Medicaid (in favor),Require work for Medicaid (in favor),Info-only,2.0,,2.0,6.0,Strong Democrat,0,Strong liberal,65.0,Male,White / Caucasian,High school graduate,3,two_sided
2564,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_in_favor,in favor,Democrat,Allow enhanced interrogation (in favor),Control,Cue-only,,2.0,2.0,6.0,Strong Democrat,0,Strong liberal,65.0,Male,White / Caucasian,High school graduate,3,two_sided
2564,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_in_favor,in favor,Democrat,Decrease power of labor unions (in favor),Decrease power of labor unions (in favor),Info-only,6.0,,6.0,2.0,Strong Democrat,0,Strong liberal,65.0,Male,White / Caucasian,High school graduate,3,two_sided
2565,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_in_favor,in favor,Democrat,Allow religious denial of service (in favor),Allow religious denial of service (in favor),Info-only,6.0,,6.0,2.0,Democrat,0,Lean conservative,62.0,Male,White / Caucasian,Some college,4,one_sided
2565,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_against,against,Democrat,Subsidized healthcare for immigrants (against),Control,Cue-only,,6.0,6.0,6.0,Democrat,0,Lean conservative,62.0,Male,White / Caucasian,Some college,4,one_sided
2565,13,Ban juvenile solitary confinement,Ban the use of solitary confinement for juveniles in prison,item13_against,against,Democrat,Ban juvenile solitary confinement (against),Ban juvenile solitary confinement (against),Info-only,2.0,,2.0,2.0,Democrat,0,Lean conservative,62.0,Male,White / Caucasian,Some college,4,one_sided
2565,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_against,against,Democrat,Minimum sentences for drugs (against),Control,Control,4.0,,4.0,4.0,Democrat,0,Lean conservative,62.0,Male,White / Caucasian,Some college,4,one_sided
2565,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_in_favor,in favor,Democrat,Private pensions for public workers (in favor),Private pensions for public workers (in favor),Info-only,1.0,,1.0,7.0,Democrat,0,Lean conservative,62.0,Male,White / Caucasian,Some college,4,one_sided
2566,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_against,against,Republican,Allow religious denial of service (against),Allow religious denial of service (against),Info-only,6.0,,6.0,6.0,Lean Republican,1,Strong conservative,27.0,Female,White / Caucasian,2-year degree,3,two_sided
2566,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_in_favor,in favor,Republican,Subsidized healthcare for immigrants (in favor),Subsidized healthcare for immigrants (in favor),Info-only,3.0,,3.0,5.0,Lean Republican,1,Strong conservative,27.0,Female,White / Caucasian,2-year degree,3,two_sided
2566,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_in_favor,in favor,Republican,Limit donations to candidates (in favor),Control,Cue-only,,4.0,4.0,4.0,Lean Republican,1,Strong conservative,27.0,Female,White / Caucasian,2-year degree,3,two_sided
2566,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_against,against,Republican,Illegal to burn U.S. flag (against),Control,Control,1.0,,1.0,1.0,Lean Republican,1,Strong conservative,27.0,Female,White / Caucasian,2-year degree,3,two_sided
2566,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_against,against,Republican,Decrease power of labor unions (against),Decrease power of labor unions (against),Both,,4.0,4.0,4.0,Lean Republican,1,Strong conservative,27.0,Female,White / Caucasian,2-year degree,3,two_sided
2567,3,Abolish electoral college,Abolish the electoral college,item3_against,against,Republican,Abolish electoral college (against),Abolish electoral college (against),Both,,6.0,6.0,6.0,Strong Republican,1,Strong conservative,62.0,Female,White / Caucasian,High school graduate,3,one_sided
2567,4,Allow death penalty,Allow the use of the death penalty,item4_against,against,Republican,Allow death penalty (against),Allow death penalty (against),Both,,6.0,6.0,6.0,Strong Republican,1,Strong conservative,62.0,Female,White / Caucasian,High school graduate,3,one_sided
2567,6,Amnesty for illegal immigrants,Give working illegal immigrants temporary amnesty,item6_in_favor,in favor,Republican,Amnesty for illegal immigrants (in favor),Amnesty for illegal immigrants (in favor),Both,,1.0,1.0,7.0,Strong Republican,1,Strong conservative,62.0,Female,White / Caucasian,High school graduate,3,one_sided
2567,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_in_favor,in favor,Republican,Increase capital gains tax (in favor),Control,Control,2.0,,2.0,6.0,Strong Republican,1,Strong conservative,62.0,Female,White / Caucasian,High school graduate,3,one_sided
2567,23,Decrease estate tax,Decrease the current estate tax rate,item23_against,against,Republican,Decrease estate tax (against),Decrease estate tax (against),Both,,6.0,6.0,6.0,Strong Republican,1,Strong conservative,62.0,Female,White / Caucasian,High school graduate,3,one_sided
2568,5,Require women on boards,Make it a requirement for businesses to have women on their board of directors,item5_against,against,Democrat,Require women on boards (against),Control,Cue-only,,6.0,6.0,6.0,Strong Democrat,0,Lean conservative,81.0,Female,White / Caucasian,Some college,1,one_sided
2568,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_against,against,Democrat,Limit donations to candidates (against),Limit donations to candidates (against),Both,,1.0,1.0,1.0,Strong Democrat,0,Lean conservative,81.0,Female,White / Caucasian,Some college,1,one_sided
2568,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_against,against,Democrat,Minimum sentences for drugs (against),Control,Cue-only,,6.0,6.0,6.0,Strong Democrat,0,Lean conservative,81.0,Female,White / Caucasian,Some college,1,one_sided
2568,16,Allow affirmative action,Allow the use of affirmative action programs,item16_against,against,Democrat,Allow affirmative action (against),Allow affirmative action (against),Info-only,4.0,,4.0,4.0,Strong Democrat,0,Lean conservative,81.0,Female,White / Caucasian,Some college,1,one_sided
2568,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_in_favor,in favor,Democrat,Private pensions for public workers (in favor),Control,Cue-only,,4.0,4.0,4.0,Strong Democrat,0,Lean conservative,81.0,Female,White / Caucasian,Some college,1,one_sided
2569,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_in_favor,in favor,Democrat,Require work for Medicaid (in favor),Control,Cue-only,,2.0,2.0,6.0,Strong Democrat,0,Moderate,49.0,Female,White / Caucasian,Some college,2,one_sided
2569,13,Ban juvenile solitary confinement,Ban the use of solitary confinement for juveniles in prison,item13_against,against,Democrat,Ban juvenile solitary confinement (against),Control,Cue-only,,6.0,6.0,6.0,Strong Democrat,0,Moderate,49.0,Female,White / Caucasian,Some college,2,one_sided
2569,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_against,against,Democrat,Minimum sentences for drugs (against),Control,Cue-only,,6.0,6.0,6.0,Strong Democrat,0,Moderate,49.0,Female,White / Caucasian,Some college,2,one_sided
2569,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_in_favor,in favor,Democrat,Allow enhanced interrogation (in favor),Control,Cue-only,,2.0,2.0,6.0,Strong Democrat,0,Moderate,49.0,Female,White / Caucasian,Some college,2,one_sided
2569,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_against,against,Democrat,Increase capital gains tax (against),Increase capital gains tax (against),Info-only,6.0,,6.0,6.0,Strong Democrat,0,Moderate,49.0,Female,White / Caucasian,Some college,2,one_sided
2570,3,Abolish electoral college,Abolish the electoral college,item3_against,against,Republican,Abolish electoral college (against),Abolish electoral college (against),Both,,1.0,1.0,1.0,Republican,1,Strong conservative,30.0,Female,White / Caucasian,4-year degree,3,one_sided
2570,7,Limit donations to candidates,Limit the amount of money a candidate can receive from a donor,item7_in_favor,in favor,Republican,Limit donations to candidates (in favor),Limit donations to candidates (in favor),Info-only,5.0,,5.0,3.0,Republican,1,Strong conservative,30.0,Female,White / Caucasian,4-year degree,3,one_sided
2570,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_against,against,Republican,Increase tariffs on Chinese imports (against),Increase tariffs on Chinese imports (against),Both,,7.0,7.0,7.0,Republican,1,Strong conservative,30.0,Female,White / Caucasian,4-year degree,3,one_sided
2570,23,Decrease estate tax,Decrease the current estate tax rate,item23_against,against,Republican,Decrease estate tax (against),Control,Cue-only,,7.0,7.0,7.0,Republican,1,Strong conservative,30.0,Female,White / Caucasian,4-year degree,3,one_sided
2570,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_against,against,Republican,Private pensions for public workers (against),Control,Control,4.0,,4.0,4.0,Republican,1,Strong conservative,30.0,Female,White / Caucasian,4-year degree,3,one_sided
2571,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_in_favor,in favor,Republican,Subsidized healthcare for immigrants (in favor),Subsidized healthcare for immigrants (in favor),Both,,1.0,1.0,7.0,Strong Republican,1,Strong conservative,80.0,Male,White / Caucasian,4-year degree,4,two_sided
2571,12,Deny criminals the vote,Deny convicted criminals the right to vote,item12_against,against,Republican,Deny criminals the vote (against),Control,Cue-only,,5.0,5.0,5.0,Strong Republican,1,Strong conservative,80.0,Male,White / Caucasian,4-year degree,4,two_sided
2571,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_in_favor,in favor,Republican,Increase capital gains tax (in favor),Increase capital gains tax (in favor),Info-only,1.0,,1.0,7.0,Strong Republican,1,Strong conservative,80.0,Male,White / Caucasian,4-year degree,4,two_sided
2571,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_against,against,Republican,Decrease foreign aid (against),Decrease foreign aid (against),Both,,5.0,5.0,5.0,Strong Republican,1,Strong conservative,80.0,Male,White / Caucasian,4-year degree,4,two_sided
2571,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_against,against,Republican,Private pensions for public workers (against),Control,Cue-only,,1.0,1.0,1.0,Strong Republican,1,Strong conservative,80.0,Male,White / Caucasian,4-year degree,4,two_sided
2572,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_against,against,Republican,Allow religious denial of service (against),Control,Control,4.0,,4.0,4.0,Lean Republican,1,Conservative,63.0,Male,White / Caucasian,High school graduate,3,one_sided
2572,8,More restrictions at U.S. border,Increase restrictions on current U.S. border security policy,item8_against,against,Republican,More restrictions at U.S. border (against),More restrictions at U.S. border (against),Info-only,7.0,,7.0,7.0,Lean Republican,1,Conservative,63.0,Male,White / Caucasian,High school graduate,3,one_sided
2572,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_in_favor,in favor,Republican,Minimum sentences for drugs (in favor),Minimum sentences for drugs (in favor),Info-only,5.0,,5.0,3.0,Lean Republican,1,Conservative,63.0,Male,White / Caucasian,High school graduate,3,one_sided
